FMID,MarketName,Website,Facebook,Facebook_Link,Twitter,Twitter_Link,Youtube,Youtube_Link,OtherMedia,OtherMedia_Link,street,street_valid,city,city_valid,County,County_valid,State,zip,zip_valid,full_address,Season1Date,Season1StartDate,Season1EndDate,Season1Time,Season2Date,Season2StartDate,Season2EndDate,Season2Time,Season3Date,Season3StartDate,Season3EndDate,Season3Time,Season4Date,Season4StartDate,Season4EndDate,Season4Time,longitude,latitude,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Organic_valid,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1018426,61st Street Farmers Market,http://61market.org,facebook.com/61market,facebook.com/61market,@61market,,,,Instagram: @61market,,61st Street and Dorchester Ave,,Chicago ,Chicago,Cook,Cook,Illinois,60637,60637,,05/13/2017 to 12/16/2017,2017-05-13T00:00:00Z,2017-12-16T00:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,,,,,,,-87.59142059999999,41.7841961,,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,2017-06-27T13:04:53Z
1012500,6th Street Market in Downtown Tempe,http://arizonacommunityfarmersmarkets.com,www.facebook.com/6thstmarket/,www.facebook.com/6thstmarket/,,,,,www.instagram.com/6thstmarket/,www.instagram.com/6thstmarket/,6th Street and Mill Avenue,,Tempe ,Tempe,Maricopa,Maricopa,Arizona,85281,85281,,10/02/2016 to 05/28/2017,2016-10-02T00:00:00Z,2017-05-28T00:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-111.93951200000001,33.42442,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,2016-07-12T15:50:15Z
1000061,79th Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,,,,Columbus - W 78 & 81 Sts.,,New York,New York,New York,New York,New York,10024,10024,,01/01/2013 to 12/31/2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,Sun: 8:00 AM-5:00 PM;,,,,,,,,,,,,,-73.9757,40.7818,Other,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2013-07-24T10:54:51Z
1000062,82nd Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,,,,E 82nd St. - 1st & York Ave,,New York,New York,New York,New York,New York,10028,10028,,01/01/2013 to 12/31/2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,Sat: 9:00 AM-2:30 PM;,,,,,,,,,,,,,-73.95009,40.773749,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013-07-24T10:50:27Z
1008391,84 west farmers market (Dothan),,,,,,,,,,,,Dothan,Dothan,Houston,Houston,Alabama,,,,06/06/2013 to 08/08/2013,2013-06-06T00:00:00Z,2013-08-08T00:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,,,,,,,-85.44994399999999,31.232252000000003,,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-15T09:29:24Z
1001961,8th Avenue City Farmers Market,,,,,,,,,,8th Ave & 2nd St SE,,Cedar Rapids,Cedar Rapids,Linn,Linn,Iowa,52401,52401,,May to October,,,Tue:4:00 PM - 6:00 PM;Sat:7:30 AM - 12:00 PM;,,,,,,,,,,,,,-91.66265340000001,41.972837,Local government building grounds,Y,Y,N,Y,N,-,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2012-04-25T13:17:22Z
1000063,92nd Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,,,,1st Ave - E 92nd & 93 Sts.,,New York,New York,New York,New York,New York,10128,10128,,06/23/2013 to 11/24/2013,2013-06-23T00:00:00Z,2013-11-24T00:00:00Z,Sun: 9:00 AM-4:00 PM;,,,,,,,,,,,,,-73.946421,40.780931,Other,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013-07-24T10:43:59Z
1000064,97th Street Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,,,,W 97 St. & Columbus,,New York,New York,New York,New York,New York,10025,10025,,01/01/2013 to 12/31/2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,Fri: 8:00 AM-2:00 PM;,,,,,,,,,,,,,-73.967012,40.79356,Other,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013-07-24T10:39:55Z
1011989,9th and Grand Farmers Market,http://Farmtoforkks.com,,,,,,,,,304 West Grand Avenue,304 West Grand,Salina,Salina,Saline,Saline,Kansas,67401,67401,"304 West Grand, Salina, Kansas 67401",05/10/2016 to 09/27/2016,2016-05-10T00:00:00Z,2016-09-27T00:00:00Z,Tue: 4:00 PM-7:00 PM;,,,,,,,,,,,,,-97.6117504,38.8528359,,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,2016-05-28T15:39:24Z
1000986,9th West Farmers Market/People's Market ,http://www.9thwestfarmersmarket.org,https://www.facebook.com/9thwestfarmersmarket,https://www.facebook.com/9thwestfarmersmarket,https://twitter.com/peoplesmarket,https://twitter.com/peoplesmarket,,,,,1060 South 900 West,,SALT LAKE CITY,SALT LAKE CITY,Salt Lake,Salt Lake,Utah,84110,84110,,05/12/2013 to 10/20/2013,2013-05-12T00:00:00Z,2013-10-20T00:00:00Z,Sun: 9:00 AM-2:00 PM;,06/26/2016 to 08/01/2016,2016-06-26T00:00:00Z,2016-08-01T00:00:00Z,,,,,,,,,,-111.9195223,40.7470177,,Y,N,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,2016-06-28T01:05:51Z
1010617,A + Organic Farmers Market,http://organicgrowndirect.com/,https://www.facebook.com/OrganicProduceDelivery,https://www.facebook.com/OrganicProduceDelivery,https://twitter.com/OrganicGrownDr,https://twitter.com/OrganicGrownDr,http://www.youtube.com/user/OrganicGrownDirect,http://www.youtube.com/user/OrganicGrownDirect,http://organicgrowndirect.com/shop,http://organicgrowndirect.com/shop,Lee Rd. Farm,,Boynton Beach ,Boynton Beach,Palm Beach,Palm Beach,Florida,33473,33473,,,,,,,,,,,,,,,,,,-80.221052,26.489351,,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,2014-09-29T13:37:38Z
1001683,A Better Choice Bakery & Market,,https://www.facebook.com/nottinghamfarmersmarket,https://www.facebook.com/nottinghamfarmersmarket,,,,,,,27 W Potomac Street,27 W Potomac,Brunswick,Brunswick,Frederick,Frederick,Maryland,21716,21716,"27 W Potomac, Brunswick, Maryland 21716",January to December,,,Mon:12:00 PM - 5:00 PM;Tue:12:00 PM - 5:00 PM;Wed:12:00 PM - 5:00 PM;Thu:12:00 PM - 5:00 PM;Fri:12:00 PM - 5:00 PM;Sat:10:00 AM - 5:00 PM;sun:12:00 PM - 5:00 PM;,,,,,,,,,,,,,-77.6277075,39.313066,Co-located with wholesale market facility,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2012-05-03T17:01:00Z
1009004,A Growers' Market,,,,,,,,,,229 Lake Ella Drive,229 Lake Ella,Tallahassee ,Tallahassee,Leon,Leon,Florida,32303,32303,"229 Lake Ella, Tallahassee, Florida 32303",01/01/2014 to 12/31/2014,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,Wed: 3:00 PM-6:30 PM;,,,,,,,,,,,,,-84.2792304,30.462471299999997,Other,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-05-06T22:28:06Z
1001887,AAFFA Community Farmers Market,,https://www.facebook.com/pages/Anderson-Area-Farm-Food-Association/431344110224404,https://www.facebook.com/pages/Anderson-Area-Farm-Food-Association/431344110224404,,,,,,,402 North Murray Avenue,402 North Murray,Anderson,Anderson,Anderson,Anderson,South Carolina,29624,29624,"402 North Murray, Anderson, South Carolina 29624",05/06/2014 to 09/23/2014,2014-05-06T00:00:00Z,2014-09-23T00:00:00Z,Tue: 5:00 PM-8:00 PM;,,,,,,,,,,,,,-82.652159,34.506706,Local government building grounds,Y,N,N,N,N,-,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,2014-04-08T13:54:22Z
1007585,AAMC Farmers's Market,,,,,,,,,,"2001 Medical Parkway, Sajak Pavilion",2001 Medical Parkway,Annapolis,Annapolis,Anne Arundel,Anne Arundel,Maryland,21401,21401,"2001 Medical Parkway, Annapolis, Maryland 21401",,,,,,,,,,,,,,,,,-76.6123,39.006,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-23T23:54:21Z
1009028,ABBEVILLE FARMERS MARKET,,https://www.facebook.com/pages/Abbeville-Farmers-Market/234180039938887,https://www.facebook.com/pages/Abbeville-Farmers-Market/234180039938887,,,,,,,Kirkland Street,,Abbeville ,Abbeville,Henry,Henry,Alabama,,,,06/06/2014 to 07/25/2014,2014-06-06T00:00:00Z,2014-07-25T00:00:00Z,Fri: 3:00 PM-6:00 PM;,,,,,,,,,,,,,-85.250365,31.571271000000003,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-05T19:27:30Z
1004573,Abbeville Farmers Market,,,,,,,,,,118 Trinity Street at Livery Stable,118 Trinity Street,Abbeville,Abbeville,Abbeville,Abbeville,South Carolina,29620,29620,"118 Trinity Street, Abbeville, South Carolina 29620",06/06/2013 to 10/04/2013,2013-06-06T00:00:00Z,2013-10-04T00:00:00Z,Thu: 4:00 PM-8:00 PM;Fri: 7:00 AM-12:00 PM;,,,,,,,,,,,,,-82.38024200000001,34.177429,Local government building grounds,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2013-07-11T13:41:58Z
1004598,Abbotsford Farmers Market,,,,,,,,,,1011 East Spruce St.,1011 East Spruce,Abbotsford,Abbotsford,Clark,Clark,Wisconsin,54405,54405,"1011 East Spruce, Abbotsford, Wisconsin 54405",May to October,,,Tue:1:30 PM - 5:30 PM;,,,,,,,,,,,,,-90.30714499999999,44.945665000000005,Private business parking lot,N,Y,N,Y,N,-,,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,2012-05-07T10:47:54Z
1003865,Abbott Northwestern Farmers Market,http://www.iatp.org/minimarkets,,,,,,,,,800 E 28th St,,Minneapolis,Minneapolis,Hennepin,Hennepin,Minnesota,,,,,,,,,,,,,,,,,,,,-93.2629,44.9556,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-26T23:24:00Z
1002947,Aberdeen Farmers Market,http://www.dakotaflavor.com/category.asp?catid=12,,,,,,,,,"2nd Ave., S.E. & S. Lincoln Street",,Aberdeen,Aberdeen,Brown,Brown,South Dakota,57401,57401,,,,,,,,,,,,,,,,,,-98.4866,45.4631,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1004031,Abilene Farmers Market,,,,,,,,,,East 1st & Buckeye St.,,Abilene,Abilene,Dickinson,Dickinson,Kansas,67410,67410,,,,,,,,,,,,,,,,,,-97.2139,38.9153,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1010487,Abingdon Farmers Market,http://www.abingdonfarmersmarket.com,https://www.facebook.com/abingdonfarmersmarket,https://www.facebook.com/abingdonfarmersmarket,,,,,,,Corner of Remsburg Drive & Cummings St,,Abingdon ,Abingdon,Washington,Washington,Virginia,24210,24210,,04/16/2016 to 11/22/2016,2016-04-16T00:00:00Z,2016-11-22T00:00:00Z,Tue: 3pm-6pm;Sat: 8am-1pm;,11/26/2016 to 12/24/2016,2016-11-26T00:00:00Z,2016-12-24T00:00:00Z,Sat: 10:00 AM-12:00 PM;,01/02/2016 to 04/09/2016,2016-01-02T00:00:00Z,2016-04-09T00:00:00Z,Sat: 10:00 AM-12:00 PM;,,,,,-81.977094,36.708934,,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,2016-03-02T10:20:28Z
1000065,Abingdon Square Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,https://www.facebook.com/ManhattanGreenmarkets,,,,,,,W12 St. & 8th Ave,,New York,New York,New York,New York,New York,10014,10014,,01/01/2013 to 12/31/2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,Sat: 8:00 AM-2:00 PM;,,,,,,,,,,,,,-74.00528,40.737177,Other,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013-07-24T10:36:51Z
1006988,Abington,http://www.abingtonsage.com,,,,,,,,,362 Plymouth Street,362 Plymouth Street,Abington,Abington,Plymouth,Plymouth,Massachusetts,02351,02351,"362 Plymouth Street, Abington, Massachusetts 02351",07/13/2013 to 09/21/2013,2013-07-13T00:00:00Z,2013-09-21T00:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,,,,,,,-70.9369,42.119,Local government building grounds,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-14T10:44:35Z
1007070,Abington Farmers Market,,,,,,,,,,12055 Rose Drove,12055 Rose Drove,Clarks Summit,Clarks Summit,Lackawanna,Lackawanna,Pennsylvania,,,,,,,,,,,,,,,,,,,,-75.7746,41.425,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1011313,Abita Springs Farmers Market,,https://www.facebook.com/pages/Abita-Springs-Farmers-Market/480144062040727,https://www.facebook.com/pages/Abita-Springs-Farmers-Market/480144062040727,,,,,,,22049 Main St.,22049 Main St,Abita Springs,Abita Springs,St. Tammany,,Louisiana,70420,70420,"22049 Main St, Abita Springs, Louisiana 70420",01/01/2016 to 12/01/2016,2016-01-01T00:00:00Z,2016-12-01T00:00:00Z,Sun: 12:00 AM-4:00 PM;,,,,,,,,,,,,,-90.03891290000001,30.4793215,,Y,Y,N,Y,Y,-,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,2016-06-30T13:50:15Z
1004762,ABQ Uptown Growers' Market,http://www.abquptowngrowersmarket.org,,,,,,,,,NE parking lot of ABQ Uptown shopping center,,Albququerque,Albququerque,Bernalillo,Bernalillo,New Mexico,,,,10/25/2014 to ,,,Sat: 7:00 AM-12:00 PM;,,,,,,,,,,,,,-106.56583799999999,35.103988,Other,Y,Y,N,Y,Y,-,,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-06-05T14:51:15Z
1009543,ABV Farm Market,http://www.appleblossomvillage.com/,https://www.facebook.com/pages/Apple-Blossom-Village/105223639518965,https://www.facebook.com/pages/Apple-Blossom-Village/105223639518965,,,,,,,690 Allegheny Road,690 Allegheny Road,Mount Bethe,Mount Bethe,,,Pennsylvania,18343,18343,"690 Allegheny Road, Mount Bethe, Pennsylvania 18343",,,,,,,,,,,,,,,,,-75.0998,40.8743,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-01-01T01:00:00Z
1002108,Acadia Farmers' Market in Town Hill,,www.Facebook.com/AcadiaFarmersMarket,,,,,,,,,,Town Hill,Town Hill,Hancock,Hancock,Maine,,,,,,,,,,,,,,,,,,,,-68.9716,44.5908,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1007575,Acadiana Farmers Market,,,,,,,,,,801 Foreman Drive,801 Foreman Drive,Opelousas,Opelousas,Lafayette,Lafayette,Louisiana,70570,70570,"801 Foreman Drive, Opelousas, Louisiana 70570",,,,,,,,,,,,,,,,,-92.0634,30.2147,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1005122,Ace Farmers Market,,,,,,,,,,115 Black River Blvd,115 Black River,Rome,Rome,Oneida,Oneida,New York,,,,,,,,,,,,,,,,,,,,-75.4541,43.2098,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1008461,Acme Ranch Truck Patch,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,,,,,,,,,RR1 Box 146,,Birch Tree,Birch Tree,Shannon,Shannon,Missouri,65438,65438,,,,,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;,,,,,,,,,,,,,-91.492638,36.991165,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,-,,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-25T15:20:55Z
1011180,Acreage Green Market,http://Www.AcreageGreenMarket.com,https://www.facebook.com/AcreageGreenmarket,https://www.facebook.com/AcreageGreenmarket,,,,,,,6701 140th Ave. North,,Loxahatchee,Loxahatchee,Palm Beach,Palm Beach,Florida,33470,33470,,05/31/2015 to 05/29/2016,2015-05-31T00:00:00Z,2016-05-29T00:00:00Z,Sun: 9:00 AM-2:00 PM;,06/07/2015,,,Sun: 9:00 AM-1:00 PM;,,,,,,,,,-80.263351,26.775639,,Y,N,N,N,N,-,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,2015-05-21T02:02:58Z
1003469,Acton-Boxborough Farmers Market,http://www.ABFarmersMarket.org,,,,,,,,,1 Pearl St,1 Pearl St,Acton,Acton,Middlesex,Middlesex,Massachusetts,01720,01720,"1 Pearl St, Acton, Massachusetts 01720","June 19, 2012 to October 21, 2012",,,sun:10:00 AM - 1:00 PM;,,,,,,,,,,,,,-71.47415,42.47518,Closed-off public street,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,2012-05-24T13:08:35Z
1018003,Acushnet Farmers Market,http://www.acushnetfarmersmarket.com,www.facebook.com/pages/Acushnet-Farmers-Market,www.facebook.com/pages/Acushnet-Farmers-Market,,,,,http://instagram.com/Acushnetfarmersmarket,http://instagram.com/Acushnetfarmersmarket,186 Leonard Street,186 Leonard Street,Acushnet,Acushnet,Bristol,Bristol,Massachusetts,02743,02743,"186 Leonard Street, Acushnet, Massachusetts 02743",06/03/2017 to 09/30/2017,2017-06-03T00:00:00Z,2017-09-30T00:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,,,,-70.900856,41.7200523,,Y,Y,N,Y,Y,-,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,2017-05-18T19:04:50Z
1007519,Acworth Farmers Market,,,,,,,,,,Main and Lemon Streets,,Acworth,Acworth,Cobb,Cobb,Georgia,,,,,,,,,,,,,,,,,,,,-84.6767,34.0657,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T01:00:00Z
1001393,Ada Farmer's Market,,,,,,,,,,12th Street and Townsend,,Ada,Ada,Pontotoc,Pontotoc,Oklahoma,74820,74820,,04/01/2010 to 11/31/2010,2010-04-01T00:00:00Z,2010-12-01T00:00:00Z,Wed: 7:00 AM-;Sat: 7:00 AM-;,,,,,,,,,,,,,-96.679869,34.773589,Private business parking lot,N,N,N,N,N,-,,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-04-02T10:18:53Z
1001083,Ada Farmers' Market,http://www.adafarmersmarket.com,https://www.facebook.com/adafarmersmarket,https://www.facebook.com/adafarmersmarket,https://twitter.com/AdaFarmersMkt,https://twitter.com/AdaFarmersMkt,,,,,7239 Thornapple River Dr.,7239 Thornapple River,Ada,Ada,Kent,Kent,Michigan,49301,49301,"7239 Thornapple River, Ada, Michigan 49301",06/09/2015 to 10/27/2015,2015-06-09T00:00:00Z,2015-10-27T00:00:00Z,Tue: 11:00 AM-4:00 PM;,,,,,,,,,,,,,-85.4889683,42.955371500000005,,Y,N,N,N,Y,-,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,2015-03-19T11:44:10Z
1006969,AdairCo Farmers Market,,,,,,,,,,"409 Fairground Street, Adair County co-op ext service parking lot",409 Fairground Street,Columbia,Columbia,Adair County,Adair County,Kentucky,,,,,,,,,,,,,,,,,,,,-85.29700000000001,37.1043,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
1010467,Adairsville Farmers' Market,http://www.adairsvillefarmersmarket.com,Adairsville Farmers Market,,,,,,,,7446 Ga 140,,Adairsville,Adairsville,Bartow,Bartow,Georgia,30103,30103,,06/07/2014 to 09/27/2014,2014-06-07T00:00:00Z,2014-09-27T00:00:00Z,Sun: 8:00 AM-11:30 PM;,,,,,,,,,,,,,-84.929569,34.375727000000005,Private business parking lot,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-08-07T10:08:33Z
1017937,Adams County Farmers' Market Association (PA),http://acfarmersmarkets.org,Adams County Farm Fresh Markets,,,,,,Instagram: Adams County Farm Fresh,,103 Carlisle Street ,103 Carlisle Street,Gettysburg borough,Gettysburg borough,Adams,Adams,Pennsylvania,17325,17325,"103 Carlisle Street, Gettysburg borough, Pennsylvania 17325",,,,Thu: 2:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,,,,,,,-77.22934000000001,39.834024,,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,2017-04-25T15:03:14Z
1011322,Adams County Farmers' Market Association (PA),http://www.acfarmersmarkets.org,Adams County Farm Fresh Markets,,,,,,,,Lincoln Square ,,Gettysburg,Gettysburg,Adams,Adams,Pennsylvania,17325,17325,,05/19/2016,,,Thu: 2:00 PM-6:00 PM;,,,,,,,,,,,,,-77.23076400000001,39.830706,,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,2016-06-27T16:23:25Z
1010354,Adams Farmers' & Artisans' Market,,https://www.facebook.com/Adams.Farmers.Market,https://www.facebook.com/Adams.Farmers.Market,,,,,,,Adams Visitors Center  3 Hoosac St,,Adams,Adams,Berkshire,Berkshire,Massachusetts,01220,01220,,07/13/2014 to 09/14/2014,2014-07-13T00:00:00Z,2014-09-14T00:00:00Z,Sun: 11:00 AM-2:00 PM;,,,,,,,,,,,,,-73.118003,42.6244919,Private business parking lot,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,2014-07-08T11:11:58Z
1018278,Adams Morgan Farmer Market,http://www.lickingcreekbendfarm.com,https://www.facebook.com,https://www.facebook.com,,,,,https://www.instagram.com/lickingcreekbendfarm/,https://www.instagram.com/lickingcreekbendfarm/,"18th Street and Columbia Rd, NW",,"Washington, DC",,District of Columbia,District of Columbia,District of Columbia,20009,20009,,,,,Sat: 8:00 AM-1:00 PM;,,,,,,,,,,,,,-77.04266740000001,38.9226795,,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,2017-06-21T09:33:38Z
1008961,Adaptations' Fresh Feast,http://www.adaptationsaloha.com,https://www.facebook.com/adaptationsaloha,https://www.facebook.com/adaptationsaloha,https://twitter.com/MaureenDatta,https://twitter.com/MaureenDatta,,,http://instagram.com/adaptationskona,http://instagram.com/adaptationskona,79-7500 Mamalahoa Highway,,Kealakekua,Kealakekua,Hawaii,Hawaii,Hawaii,96750,96750,,01/01/2013 to 12/31/2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,Mon: 8:00 AM-4:00 PM;Tue: 8:00 AM-4:00 PM;Wed: 8:00 AM-4:00 PM;Thu: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;Sun: 12:00 PM-4:00 PM;,,,,,,,,,,,,,-155.923558,19.525757000000002,Co-located with wholesale market facility,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-03-13T17:13:16Z
1005109,Added Value Farm Stand at Governors Island,,,,,,,,,,Gresham Rd,,Brooklyn,Brooklyn,Kings,Kings,New York,11231-1235,11231-1235,,,,,,,,,,,,,,,,,,-74.0231,40.6875,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T01:00:00Z
